item_id,item_price,item_title,item_code,product_name,brand,vendor_product_number,unit_of_measurement,product_type,kode_kbki,tkdn(%),valid_until,product_url,model_/_type,nomor_izin_edar_(akd/akl/lainnya),jenis_produk_sesuai_izin_edar,fungsi,negara_asal_produk,negara_pabrikan,spesifikasi_produk_secara_singkat,informasi_lainnya,supplier
1248351,185000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 112MM X 90MM X 300 LEMBAR Z-FOLD (PACK), KSR11227ZC2",3219900007-AK1-000867501,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM X 90MM X 300 Lembar Z-Fold (Pack), KSR11227ZC2",ENDO,EI 31,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), KSR11227ZC2",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Kenz Suzuken R112-27Z-C2 Cardico-601. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM x 90MM x 300 Lembar (Untuk KENZ SUZUKEN R112-27Z-C2 CARDICO 601).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248368,150000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 120MM X 100MM X 300 LEMBAR Z-FOLD (PACK), CC66010039",3219900007-AK1-000867578,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 120MM X 100MM X 300 Lembar Z-Fold (Pack), CC66010039",ENDO,EI 32,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), CC66010039",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Cardiette Cardioline 66010039 AR-1200. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 120MM x 100MM x 300 Lembar (Untuk CARDIETTE CARDIOLINE 66010039 AR-1200).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248375,293000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 145MM X 150MM X 400 LEMBAR Z-FOLD (PACK), FDMEC320",3219900007-AK1-000867660,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 145MM X 150MM X 400 Lembar Z-Fold (Pack), FDMEC320",ENDO,EI 33,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), FDMEC320",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Fukuda Cardisuny / Fukuda ME 145F60-H05, C-320. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 145MM x 150MM x 400 Lembar (Untuk FUKUDA CARDISUNY / FUKUDA ME 145F60-H05, C-320).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248386,127600,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 145MM X 30M ROLL, FDOP358TE",3219900007-AK1-000867706,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 145MM X 30M Roll, FDOP358TE",ENDO,EI 34,roll,lokal,3219900007,50,2/02/2023,,"Roll, FDOP358TE",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di ECG Fukuda Denshi FCP131, FCP140, FX3101, FCP145. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 145MM x 30M (Untuk FUKUDA DENSHI OP-358TE, FCP131, FCP140, FX3101, FCP145).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248397,297000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 140MM X 180 LEMBAR Z-FOLD (PACK), EISE1201",3219900007-AK1-000867742,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 140MM X 180 Lembar Z-Fold (Pack), EISE1201",ENDO,EI 35,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), EISE1201",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Edan Instruments SE-1201. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 140MM x 180 Lembar (Untuk EDAN INSTRUMENTS SE-1201).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248411,272000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 140MM X 200 LEMBAR Z-FOLD (PACK), AR2100210140",3219900007-AK1-000867806,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 140MM X 200 Lembar Z-Fold (Pack), AR2100210140",ENDO,EI 36,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), AR2100210140",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Cardiette Cardioline 66010045, AR2100 ADV/VIEW. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 140MM x 200 Lembar (Untuk CARDIETTE CARDIOLINE 66010045, AR2100 ADV/VIEW).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248423,322000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 140MM X 200 LEMBAR Z-FOLD (PACK), NKFQW2103140",3219900007-AK1-000867858,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 140MM X 200 Lembar Z-Fold (Pack), NKFQW2103140",ENDO,EI 37,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), NKFQW2103140",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Nihon Kohden FQW210-3-140, 9110, 9130, 9132. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 140MM x 200 Lembar (Untuk NIHON KOHDEN FQW210-3-140, 9110, 9130, 9132).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248430,219000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 140MM X 250 LEMBAR Z-FOLD (PACK), SAT10",3219900007-AK1-000867900,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 140MM X 250 Lembar Z-Fold (Pack), SAT10",ENDO,EI 38,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), SAT10",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Schiller 2157-012, AT-10. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 140MM x 250 Lembar (Untuk SCHILLER 2157-012, AT-10).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248437,352000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 150MM X 200 LEMBAR Z-FOLD (PACK), KSP21048Z",3219900007-AK1-000867952,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 150MM X 200 Lembar Z-Fold (Pack), KSP21048Z",ENDO,EI 39,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), KSP21048Z",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di KENZ P210x48Z, CARDICO-1210. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 150MM X 200 Lembar (Untuk KENZ P210x48Z, CARDICO-1210).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248480,161800,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 130MM X 120MM X 250 LEMBAR Z-FOLD (PACK), BT330",3219900007-AK1-000868195,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 130MM X 120MM X 250 Lembar Z-Fold (Pack), BT330",ENDO,EI 20,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BT330",AKD 10502810078,Paper chart recorder.,"Kertas CTG / NST (Fetal Monitor) untuk mencetak hasil pembacaan dari pemantauan aktivitas dan denyut jantung janin, serta kontraksi rahim saat bayi berada di dalam kandungan, sesuai yang ditampilkan dan/atau direkam oleh Mesin CTG / NST (Fetal Monitor).",INDONESIA,INDONESIA,"Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di Bistos BT-330 FS130-120-30R-A. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG NST - CTG Paper ukuran 130MM x 120MM x 250 Lembar (Untuk BISTOS BT-330 FS130-120-30R-A).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246655,428000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 150MM X 300 LEMBAR, Z-FOLD (PACK), BU7982",3219900007-AK1-000857045,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 150MM X 300 Lembar, Z-Fold (Pack), BU7982",ENDO,EI40,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BU7982",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Burdick 7982, SERIES 8, E-800. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 150MM x 300 Lembar (Untuk BURDICK 7982, SERIES 8, E-800).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246662,313000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 150MM X 333 LEMBAR, Z-FOLD (PACK), BTLC008108V120",3219900007-AK1-000857127,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 150MM X 333 Lembar, Z-Fold (Pack), BTLC008108v120",ENDO,EI41,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BTLC008108v120",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di BTL 08 LT/LC C008.108v120. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 150MM X 333 Lembar (Untuk BTL 08 LT/LC C008.108v120).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246668,154000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 25M, ROLL, ECG21025",3219900007-AK1-000857183,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 25M, Roll, ECG21025",ENDO,EI42,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG21025",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 12 Channel ECG Machine, Aspel Ascard 612, Gima Cardiogima 12/12M, BTL-08 LT/LC. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 25M (Untuk berbagai merek ECG 12 Channel, termasuk BTL-08 L Series).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246675,542000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 280MM X 200 LEMBAR, Z-FOLD (PACK), AR2100210280",3219900007-AK1-000857287,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 280MM X 200 Lembar, Z-Fold (Pack), AR2100210280",ENDO,EI43,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), AR2100210280",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Cardiette Cardioline 66010045, AR2100 ADV/VIEW. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 280MM x 200 Lembar (Untuk CARDIETTE CARDIOLINE 66010045, AR2100 ADV/VIEW).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246684,462000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 280MM X 200 LEMBAR, Z-FOLD (PACK), WA940180000",3219900007-AK1-000857359,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 280MM X 200 Lembar, Z-Fold (Pack), WA940180000",ENDO,EI44,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), WA940180000",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Welch Allyn 94018-0000, CP100, CP200. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 280MM x 200 Lembar (Untuk WELCH ALLYN 94018-0000, CP100, CP200).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1246696,376000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 210MM X 280MM X 215 LEMBAR,Z-FOLD (PACK), SAT2",3219900007-AK1-000857488,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM X 280MM X 215 Lembar,Z-Fold (Pack), SAT2",ENDO,EI45,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), SAT2",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Schiller 2157-017, AT-2, CS200. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 210MM x 280MM x 215 Lembar (Untuk SCHILLER 2157-017, AT-2, CS200).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
